timestamp,jobid,n,processes,threads,distribution,schedule,computation_time,total_time,primes_found
2026-09-17T14:27:02Z,140399,100000000,2,2,cyclic,dynamic,19.253486,20.270418,5761455
2026-09-17T14:27:03Z,140412,100000000,4,4,weighted,dynamic,3.617139,4.215699,5761455
2026-09-17T14:27:03Z,140413,100000000,4,8,block,dynamic,2.276583,2.879843,5761455
2026-09-17T14:27:05Z,140411,100000000,4,4,cyclic,guided,3.523404,4.533489,5761455
2026-09-17T14:27:06Z,140401,100000000,2,4,block,guided,8.405477,9.103573,5761455
2026-09-17T14:27:06Z,140416,100000000,8,2,block,static,4.644019,5.166454,5761455
2026-09-17T14:27:06Z,140398,100000000,2,2,block,dynamic,16.769781,17.259662,5761455
2026-09-17T14:27:07Z,140413,100000000,4,8,block,dynamic,2.273264,2.867269,5761455
2026-09-17T14:27:07Z,140410,100000000,4,4,block,guided,4.517398,5.098247,5761455
2026-09-17T14:27:07Z,140409,100000000,4,2,weighted,dynamic,7.176192,7.744500,5761455
2026-09-17T14:27:08Z,140412,100000000,4,4,weighted,guided,3.605705,4.223766,5761455
2026-09-17T14:27:09Z,140400,100000000,2,2,weighted,dynamic,13.831850,14.516160,5761455
2026-09-17T14:27:10Z,140411,100000000,4,4,cyclic,guided,3.400931,4.326948,5761455
2026-09-17T14:27:10Z,140413,100000000,4,8,block,dynamic,2.274670,2.914515,5761455
2026-09-17T14:27:11Z,140407,100000000,4,2,block,guided,13.699544,14.409369,5761455
2026-09-17T14:27:12Z,140416,100000000,8,2,block,static,4.697322,5.238732,5761455
2026-09-17T14:27:13Z,140412,100000000,4,4,weighted,guided,3.617372,4.233941,5761455
2026-09-17T14:27:13Z,140410,100000000,4,4,block,guided,4.522519,5.105608,5761455
2026-09-17T14:27:14Z,140413,100000000,4,8,block,dynamic,2.270871,2.933589,5761455
2026-09-17T14:27:14Z,140411,100000000,4,4,cyclic,guided,3.366565,4.258688,5761455
2026-09-17T14:27:16Z,140409,100000000,4,2,weighted,dynamic,7.200932,7.778016,5761455
2026-09-17T14:27:17Z,140413,100000000,4,8,block,dynamic,2.273509,2.884002,5761455
2026-09-17T14:27:18Z,140412,100000000,4,4,weighted,guided,3.612787,4.220589,5761455
2026-09-17T14:27:18Z,140410,100000000,4,4,block,guided,4.510130,5.087759,5761455
2026-09-17T14:27:19Z,140416,100000000,8,2,block,static,5.171343,5.694909,5761455
2026-09-17T14:27:19Z,140399,100000000,2,2,cyclic,dynamic,15.289171,16.134785,5761455
2026-09-17T14:27:20Z,140413,100000000,4,8,block,guided,2.274904,2.890161,5761455
2026-09-17T14:27:20Z,140414,100000000,4,8,cyclic,static,3.343545,4.434480,5761455
2026-09-17T14:27:22Z,140407,100000000,4,2,block,guided,8.987630,9.700700,5761455
2026-09-17T14:27:22Z,140412,100000000,4,4,weighted,guided,3.625648,4.206568,5761455
2026-09-17T14:27:23Z,140398,100000000,2,2,block,dynamic,16.767116,17.263202,5761455
2026-09-17T14:27:24Z,140400,100000000,2,2,weighted,guided,13.821769,14.521489,5761455
2026-09-17T14:27:24Z,140413,100000000,4,8,block,guided,2.270561,2.923816,5761455
2026-09-17T14:27:24Z,140414,100000000,4,8,cyclic,static,1.806845,2.900600,5761455
2026-09-17T14:27:24Z,140409,100000000,4,2,weighted,guided,7.171812,7.926404,5761455
2026-09-17T14:27:24Z,140410,100000000,4,4,block,guided,4.509478,5.140451,5761455
